CoC_Number,Year,weighted median income,weighted median rent,total population,CoC Name,Overall Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Poverty_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Unemployment_Rate,Average Temperature,"Beds (ES, TH, SH)"
AK-500,2023,105593.78565671173,1632.7930874635467,289069.0,Anchorage CoC,6.088511739411698,4.929618879921402,1.1588928594902945,5.050697238375612,1.0378145010360849,9.754765238,10.3288242,37.44927366,45.01505039,5.191982782,10.9,1188.0
AK-501,2007,64208.390446260215,954.7586549340036,397750.0,Alaska Balance of State CoC,1.6794468887492144,1.3702074167190448,0.3092394720301697,0.9201759899434317,0.7592708988057826,10.00961368,21.70696019,32.94115149,36.2774805,9.11572291,5.5,874.0
AK-501,2008,64208.390446260215,954.7586549340036,397750.0,Alaska Balance of State CoC,1.5663104965430548,1.3350094280326839,0.23130106851037083,0.9352608422375864,0.6310496543054682,10.00961368,21.70696019,32.94115149,36.2774805,9.11572291,0.4,798.0
AK-501,2009,64208.390446260215,954.7586549340036,397750.0,Alaska Balance of State CoC,1.8227529855436833,1.3953488372093024,0.4274041483343809,1.050911376492772,0.7718416090509114,10.00961368,21.70696019,32.94115149,36.2774805,9.11572291,-0.2,820.0
AK-501,2010,64208.390446260215,954.7586549340036,397750.0,Alaska Balance of State CoC,1.5889377749842868,1.4028912633563795,0.18604651162790697,0.950345694531741,0.6385920804525456,10.00961368,21.70696019,32.94115149,36.2774805,9.11572291,1.5,815.0
AK-501,2011,66493.7596889068,990.7829961756104,404509.0,Alaska Balance of State CoC,2.2372802582884437,1.6761060940547676,0.5611741642336759,1.2162893779866457,1.0209908803017982,10.10065593,21.94685272,33.61878415,36.4553612,9.142424464,7.0,883.0
AK-501,2012,66838.5769614572,1039.5475846257193,410868.0,Alaska Balance of State CoC,1.864345726608059,1.506566585862126,0.357779140745933,1.2339729548176057,0.6303727717904534,10.40901627,23.38596745,33.62886396,37.78425656,9.181873702,-12.8,876.0
AK-501,2013,67111.2718097183,1022.2122553907142,416225.0,Alaska Balance of State CoC,1.9796984803892126,1.6121088353654873,0.36758964502372515,1.2445191903417623,0.7351792900474503,10.72106262,24.37778197,33.26935974,37.08477193,9.716490308,9.8,880.0
AK-501,2014,68261.53370130333,1035.9638202407236,421230.0,Alaska Balance of State CoC,1.8066139638677208,1.5882059682358807,0.2184079956318401,1.1229019775419604,0.6837119863257602,10.76282209,24.48028997,33.31321835,37.87597944,9.372676137,18.4,826.0
AK-501,2015,68135.76849190795,1075.441596664843,433203.0,Alaska Balance of State CoC,1.7266731763168768,1.4081158256060093,0.31855735071086766,1.1657352326738273,0.5609379436430495,11.30487436,24.09831867,34.22273942,39.50624736,9.382884704,7.1,841.0
AK-501,2016,69878.9845027833,1086.2347650791469,436530.0,Alaska Balance of State CoC,1.912812406936522,1.4500721599890043,0.4627402469475179,1.42487343367008,0.48793897326644214,11.29513557,25.2002579,33.86407205,38.68130078,9.302432456,17.2,819.0
AK-501,2017,71597.67128014294,1109.834577173876,439365.0,Alaska Balance of State CoC,1.6319005837970708,1.3155349197136779,0.31636566408339306,1.151662057742424,0.48023852605464706,11.38251233,25.87698185,33.70019961,39.13140493,9.230670475,4.5,805.0
AK-501,2018,72545.64191104013,1128.830457485247,441435.0,Alaska Balance of State CoC,2.088642722031556,1.6015947987812476,0.48704792325030866,1.4045102903032156,0.6841324317283405,11.69109981,25.82024158,33.78497549,38.51803889,8.816790183,6.7,912.0
AK-501,2019,72739.93139507821,1130.4851693431217,442563.0,Alaska Balance of State CoC,1.7986139826420193,1.4009304889925276,0.3976834936494917,1.3218457033235946,0.4767682793184247,11.61826962,25.51952173,33.38441662,37.96702279,8.351175719,7.5,845.0
AK-501,2020,73351.07357810564,1152.3760355895934,443950.0,Alaska Balance of State CoC,2.006982768329767,1.6263092690618313,0.3806734992679356,1.4168262191688255,0.5901565491609415,11.122751,24.75772283,33.21388593,37.6050636,8.725650515,-6.4,965.0
AK-501,2021,76165.7516440901,1189.115741682373,442494.0,Alaska Balance of State CoC,1.4237481186185574,1.4237481186185574,0.0,0.8813678829543451,0.5423802356642125,11.09337828,24.20528151,32.18248751,39.64376175,8.122204217,10.6,996.0
AK-501,2022,81170.2029846369,1242.3635075687505,443270.0,Alaska Balance of State CoC,1.8634240981794392,1.3400410584970783,0.5233830396823607,1.3174814447176664,0.5459426534617727,10.87682208,22.93940713,32.16127398,38.11187399,7.361758827,2.6,1069.0
AK-501,2023,84524.69605136957,1292.3136614777757,444154.0,Alaska Balance of State CoC,1.9227565213867261,1.623310833629777,0.2994456877569492,1.3396254452284568,0.5831310761582694,10.87682208,22.93940713,32.16127398,38.11187399,7.361758827,10.9,1120.0
AL-500,2007,55818.98693608514,794.7988989140418,925450.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",2.273488573126587,1.3398887027932358,0.9335998703333513,1.652169214976498,0.6213193581500892,13.62247456,12.86266532,30.3561604,46.0467391,8.95239638,46.7,1303.0
AL-500,2008,55818.98693608514,794.7988989140418,925450.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",2.273488573126587,1.3398887027932358,0.9335998703333513,1.652169214976498,0.6213193581500892,13.62247456,12.86266532,30.3561604,46.0467391,8.95239638,43.0,1100.0
AL-500,2009,55818.98693608514,794.7988989140418,925450.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",2.4561024366524395,1.1551137284564266,1.3009887081960128,1.7775136420119941,0.6785887946404452,13.62247456,12.86266532,30.3561604,46.0467391,8.95239638,45.3,1153.0
AL-500,2010,55818.98693608514,794.7988989140418,925450.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",2.4561024366524395,1.1551137284564266,1.3009887081960128,1.7775136420119941,0.6785887946404452,13.62247456,12.86266532,30.3561604,46.0467391,8.95239638,40.0,1159.0
AL-500,2011,56574.935717092085,835.4646461718805,931554.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",2.0932763962153564,1.0992384767818075,0.9940379194335487,1.551171483349328,0.5421049128660281,14.07816532,12.94830742,30.4581561,47.35015538,8.879006321,41.1,1235.0
AL-500,2012,56397.43773093293,846.7809728871538,937231.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1.8213225981641665,1.07657557208415,0.7447470260800165,1.3038407820483957,0.5174818161157708,14.93774103,13.05294852,31.23115464,47.89575885,9.377865124,50.1,1097.0
AL-500,2013,56201.713128519215,866.6080818831597,941439.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1.5603772522701949,1.0197155630901205,0.5406616891800743,1.1567398418803556,0.4036374103898394,15.6211608,12.95888751,31.69771965,48.26240063,9.62340241,50.0,1188.0
AL-500,2014,56191.87295661226,893.1742830422621,945244.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1.405986179229913,0.9680040285894436,0.4379821506404696,0.9680040285894436,0.4379821506404696,16.21325852,13.13218196,32.05862065,47.47139102,9.165389923,37.3,1065.0
AL-500,2015,56625.41824402691,896.7419223550747,948420.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1.2157061217604015,0.9658168322051411,0.24988928955526035,0.9341852765652349,0.2815208451951667,16.21467606,12.91932233,32.6487507,46.95568123,8.325702291,43.6,1054.0
AL-500,2016,58893.27974838775,904.6217598775986,951623.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1.2904269863170605,1.0844630699342073,0.20596391638285327,0.97412525758625,0.3163017287308104,15.51384441,13.12525644,32.66135826,45.72368421,7.335647185,43.0,1113.0
AL-500,2017,60926.32346893264,917.4805343423536,955118.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1.143314229236597,0.9161171708626579,0.22719705837393914,0.9757956608502824,0.16751856838631457,15.17468912,13.51489857,32.77008684,45.31126474,6.857563232,52.4,986.0
AL-500,2018,63329.994172938015,927.9247823850576,958459.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",0.9400506437938398,0.7115588668894548,0.22849177690438505,0.7512058418774303,0.18884480191640957,14.93735805,13.92174903,33.35508496,44.47367755,6.532686502,40.4,911.0
AL-500,2019,66377.86979724295,972.2789394662996,961101.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1.0207043796645723,0.6815100598168142,0.33919431984775794,0.8375810658817335,0.18312331378283864,13.91338833,13.82845451,33.25568537,43.67346594,5.86308477,46.5,827.0
AL-500,2020,68507.17662834295,922.4744722967464,963894.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",0.8797647874143837,0.62351254391043,0.25625224350395376,0.7355580592886769,0.14420672812570678,14.35147043,13.9934714,35.00549702,43.58017503,6.105854046,49.5,888.0
AL-500,2021,71943.6335034999,1004.3027429956228,983742.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",0.8894608545736586,0.5651888401633761,0.3242720144102824,0.7664611249697584,0.12299972960390021,14.12022604,12.92276524,33.34055459,45.10667842,5.644219268,46.6,639.0
AL-500,2022,78465.78920639741,1098.8401315922663,987900.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",0.9545500556736513,0.608361170158923,0.3461888855147282,0.8330802712825185,0.1214697843911327,13.8890292,12.49993573,33.04852178,46.97985384,5.029725198,43.9,670.0
AL-500,2023,81971.33593707369,1109.9381054201588,989602.0,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",0.8558996445035479,0.4698858733106845,0.3860137711928634,0.7558594263148215,0.10004021818872637,13.8890292,12.49993573,33.04852178,46.97985384,5.029725198,51.4,544.0
AL-501,2007,45278.507967851394,761.904693785709,584411.0,Mobile City & County/Baldwin County CoC,1.1105198225221633,0.7015610589123066,0.4089587636098568,0.8538511424322951,0.25666868008986826,16.87623783,18.96892794,29.03206953,46.26320191,9.517718757,46.7,459.0
AL-501,2008,45278.507967851394,761.904693785709,584411.0,Mobile City & County/Baldwin County CoC,0.8966292557806065,0.5834934660709672,0.3131357897096393,0.5988935868763592,0.2977356689042472,16.87623783,18.96892794,29.03206953,46.26320191,9.517718757,43.0,424.0
AL-501,2009,45278.507967851394,761.904693785709,584411.0,Mobile City & County/Baldwin County CoC,1.2782100268475438,0.703272183446239,0.5749378434013049,0.9787632334093642,0.2994467934381796,16.87623783,18.96892794,29.03206953,46.26320191,9.517718757,45.3,312.0
AL-501,2010,45278.507967851394,761.904693785709,584411.0,Mobile City & County/Baldwin County CoC,1.510922963462358,0.8247620253554434,0.6861609381069145,0.9240072483235258,0.5869157151388321,16.87623783,18.96892794,29.03206953,46.26320191,9.517718757,40.0,318.0
AL-501,2011,47191.72236091268,785.4167611513059,590043.0,Mobile City & County/Baldwin County CoC,1.2168604661016231,0.6897802363556554,0.5270802297459677,0.9185771206505289,0.29828334545109425,16.87178667,18.58111637,29.4756165,47.98985549,9.517718757,41.1,415.0
AL-501,2012,47334.7928056515,800.4713302424927,595523.0,Mobile City & County/Baldwin County CoC,1.064610434861458,0.5440595913172119,0.520550843544246,0.7086208257279736,0.3559896091334843,17.24898555,18.12998737,30.71677441,48.09382491,10.302505,50.1,379.0
AL-501,2013,46976.639394837934,802.185444992687,600302.0,Mobile City & County/Baldwin County CoC,0.8212533025044062,0.43311533194958535,0.38813797055482074,0.5713790725334915,0.24987422997091463,17.77941782,19.0692526,31.86372567,49.50853595,11.14504863,50.0,381.0
AL-501,2014,47622.51635026848,845.0398463444858,605250.0,Mobile City & County/Baldwin County CoC,0.9880214787277984,0.761668731928955,0.22635274679884346,0.6559273027674515,0.33209417596034696,17.77073145,20.4434383,32.27415696,48.72392043,10.36117716,37.3,537.0
AL-501,2015,47396.31990639544,848.0143377116113,609372.0,Mobile City & County/Baldwin County CoC,0.9485174901373873,0.5973362740657595,0.35118121607162783,0.7712858483816125,0.1772316417557748,17.20805167,20.60022887,32.31405586,48.51698426,9.15856353,43.6,484.0
AL-501,2016,48376.8652266777,866.4794420341447,613801.0,Mobile City & County/Baldwin County CoC,1.0149869420219255,0.6304975065208431,0.38448943550108255,0.7771248336187135,0.23786210840321212,16.99165617,20.67180514,32.14288828,46.93038962,7.889118225,43.0,476.0
AL-501,2017,50594.31604952662,882.7448825296914,617688.0,Mobile City & County/Baldwin County CoC,0.9810778256984108,0.5520586444936603,0.42901918120475063,0.689668570540467,0.29140925515794386,16.49136012,21.45117882,31.47334793,46.41542969,6.784780694,52.4,526.0
AL-501,2018,52667.676621716666,912.5563373723036,622766.0,Mobile City & County/Baldwin County CoC,0.8847624950623509,0.5106251786385255,0.3741373164238253,0.6406900826313575,0.24407241243099334,16.04087564,20.57920812,32.17797391,45.10618467,5.583988594,40.4,435.0
AL-501,2019,54117.79185222284,923.4062452148836,626944.0,Mobile City & County/Baldwin County CoC,0.8054945896284198,0.4832967537770519,0.3221978358513679,0.5247677623519803,0.2807268272764394,15.64170135,19.73417429,31.8203973,44.30059405,5.280593395,46.5,394.0
AL-501,2020,57199.01275887048,908.6398003372,632266.0,Mobile City & County/Baldwin County CoC,0.9979976781924064,0.4222906181891799,0.5757070600032265,0.7433580170371331,0.25463966115527326,15.25584834,19.29690837,32.74398062,45.67610501,5.247742813,49.5,396.0
AL-501,2021,59373.46759724566,952.848692093974,641751.0,Mobile City & County/Baldwin County CoC,0.3412538507925971,0.3412538507925971,0.0,0.16049838644583336,0.1807554643467638,14.91787473,17.852132,33.27535582,45.20335718,5.16042491,46.6,377.0
AL-501,2022,64023.2401737685,1017.1835537882088,647298.0,Mobile City & County/Baldwin County CoC,0.9037568476961153,0.599414798130073,0.3043420495660422,0.5577029436210216,0.3460539040750937,15.20199297,16.92092956,32.711198,47.47598719,5.10411395,43.9,467.0
AL-501,2023,67369.18941919165,1086.437318846682,653107.0,Mobile City & County/Baldwin County CoC,1.0258655932335743,0.47924765773449063,0.5466179354990836,0.7671024809104787,0.2587631123230956,15.20199297,16.92092956,32.711198,47.47598719,5.10411395,51.4,394.0
AL-502,2007,38228.50546379604,520.3786049643666,267305.0,Florence/Northwest Alabama CoC,0.9913768915658144,0.4900768784721573,0.501300013093657,0.5349694169581564,0.4564074746076579,16.91728615,14.68880197,26.195234,39.76758279,8.823578456,46.7,174.0
AL-502,2008,38228.50546379604,520.3786049643666,267305.0,Florence/Northwest Alabama CoC,0.9315201735844821,0.6659059875423206,0.2656141860421616,0.6472007631731542,0.28431941041132786,16.91728615,14.68880197,26.195234,39.76758279,8.823578456,43.0,261.0
AL-502,2009,38228.50546379604,520.3786049643666,267305.0,Florence/Northwest Alabama CoC,1.0512336095471464,0.7968425581264847,0.2543910514206618,0.8305119619909841,0.22072164755616244,16.91728615,14.68880197,26.195234,39.76758279,8.823578456,45.3,245.0
AL-502,2010,38228.50546379604,520.3786049643666,267305.0,Florence/Northwest Alabama CoC,0.6359776285516544,0.6060492695609885,0.029928358990666093,0.4900768784721573,0.1459007500794972,16.91728615,14.68880197,26.195234,39.76758279,8.823578456,40.0,287.0
AL-502,2011,38578.66291392459,556.3181755402344,267893.0,Florence/Northwest Alabama CoC,0.910811406046444,0.8734830697330651,0.037328336313378854,0.8174905652629968,0.09332084078344711,17.49392481,14.05982468,26.95789493,41.03943873,8.786718175,41.1,291.0
AL-502,2012,39500.152939551415,564.4629065495923,267864.0,Florence/Northwest Alabama CoC,0.71678165038975,0.7018486993399635,0.01493295104978646,0.6047845175163516,0.11199713287339845,18.15697518,14.35209615,27.0726818,40.44699569,9.623243669,50.1,250.0
AL-502,2013,39473.370209221895,579.8520096805277,267754.0,Florence/Northwest Alabama CoC,0.8328540376614354,0.7357499794587569,0.09710405820267858,0.49672460542139424,0.3361294322400412,18.64061788,14.32961422,27.30993507,39.63897215,10.26002112,50.0,258.0
AL-502,2014,39933.320285402464,590.4081337459634,267552.0,Florence/Northwest Alabama CoC,0.7811565602200694,0.7064047362755651,0.07475182394450425,0.49336203803372797,0.28779452218634133,19.1331031,14.57862346,27.54640691,40.01534561,9.507003605,37.3,266.0
AL-502,2015,39936.8611071565,594.214796304483,266918.0,Florence/Northwest Alabama CoC,0.9178848934878876,0.8017443559445223,0.11614053754336538,0.5919420945758622,0.32594279891202543,18.73234477,14.99615945,27.80743732,37.64838517,8.63429165,43.6,264.0
AL-502,2016,41490.76749688293,597.3084468746714,266276.0,Florence/Northwest Alabama CoC,1.265604110021181,1.0740735177034355,0.1915305923177455,0.7285673511694633,0.5370367588517178,18.37127382,15.98472234,27.7800216,36.03597511,8.029888353,43.0,237.0
AL-502,2017,43630.32222038323,605.3278853170633,265846.0,Florence/Northwest Alabama CoC,0.5830443188913882,0.5002896413713203,0.082754677520068,0.5830443188913882,0.0,17.31862317,16.72508724,27.71377223,35.95344551,7.059717926,52.4,237.0
AL-502,2018,44970.77722270953,632.5335029909687,265633.0,Florence/Northwest Alabama CoC,0.9637356804312718,0.8809146453942093,0.08282103503706241,0.6249223552796528,0.33881332515161894,16.31707456,18.07679741,27.55130141,35.41049149,5.835615248,40.4,210.0
AL-502,2019,46027.6180956004,635.8095449734652,265501.0,Florence/Northwest Alabama CoC,1.4689210210131036,0.7118617255678886,0.7570592954452149,1.4425557719179967,0.02636524909510699,16.2114819,18.18649162,28.08062255,33.96791517,5.070567467,46.5,189.0
AL-502,2020,48114.630807820606,626.0389563503853,265913.0,Florence/Northwest Alabama CoC,0.8085351223896537,0.654349354864185,0.15418576752546886,0.361020333718171,0.44751478867148275,15.37898455,18.77105203,28.47034905,35.02669071,4.833482292,49.5,285.0
AL-502,2021,51449.74836747473,624.1741024838238,268296.0,Florence/Northwest Alabama CoC,0.6820824760712049,0.5553567701344784,0.1267257059367266,0.6820824760712049,0.0,15.46600025,18.34899411,30.15849138,34.03997577,4.400553106,46.6,246.0
AL-502,2022,55690.31634295804,703.4445219300849,269584.0,Florence/Northwest Alabama CoC,0.8605851979345955,0.7344649534096979,0.12612024452489762,0.4488396937503709,0.41174550418422456,15.06821148,17.87341106,28.91253854,33.68883964,4.005989942,43.9,246.0
AL-502,2023,57877.605201129045,730.0311705680676,270672.0,Florence/Northwest Alabama CoC,0.7204291541053378,0.6022048826624106,0.11822427144292723,0.41378495005024535,0.3066442040550925,15.06821148,17.87341106,28.91253854,33.68883964,4.005989942,51.4,302.0
AL-503,2007,56548.194207492015,670.2568887365547,519326.0,Huntsville/North Alabama CoC,1.5982253921428928,1.455733007783165,0.1424923843597278,1.465360871591255,0.1328645205516381,13.14696267,10.32422495,28.88847474,40.2146838,9.061594047,46.7,858.0
AL-503,2008,56548.194207492015,670.2568887365547,519326.0,Huntsville/North Alabama CoC,1.3748589517952114,1.22658984915063,0.14826910264458162,1.147641365924294,0.2272175858709173,13.14696267,10.32422495,28.88847474,40.2146838,9.061594047,43.0,740.0
AL-503,2009,56548.194207492015,670.2568887365547,519326.0,Huntsville/North Alabama CoC,1.2785803137143144,1.1052787651686993,0.1733015485456149,1.1129810562151712,0.16559925749914312,13.14696267,10.32422495,28.88847474,40.2146838,9.061594047,45.3,631.0
AL-503,2010,56548.194207492015,670.2568887365547,519326.0,Huntsville/North Alabama CoC,1.5770440917650956,1.2419944312435733,0.33504966052152213,1.3055383323769656,0.27150575938813004,13.14696267,10.32422495,28.88847474,40.2146838,9.061594047,40.0,679.0
AL-503,2011,58061.225295299046,696.0904694904933,528786.0,Huntsville/North Alabama CoC,1.2405774736850068,0.9096307390891589,0.33094673459584784,0.9247597326706833,0.3158177410143234,13.28334565,10.62081682,29.31051918,40.40160088,9.026952272,41.1,571.0
AL-503,2012,58630.87262331939,786.6747204562035,537304.0,Huntsville/North Alabama CoC,1.1297142772061999,0.8040141149144618,0.325700162291738,0.8337924154668492,0.29592186173935053,13.26614686,10.43247531,29.56439062,41.37948544,9.909968213,50.1,581.0
AL-503,2013,59237.78857475708,789.043964161289,544216.0,Huntsville/North Alabama CoC,1.0767783380128477,0.7515398297734723,0.32523850823937556,0.8397401031943199,0.23703823481852795,13.4410939,10.33788496,29.24235234,40.57784321,10.33900516,50.0,559.0
AL-503,2014,59067.67804922383,754.1696204602465,550140.0,Huntsville/North Alabama CoC,0.9742974515577852,0.9070418438942814,0.06725560766350383,0.7016395826516886,0.2726578689060966,14.05709622,10.2841672,30.41585413,41.61951626,9.879624965,37.3,534.0
AL-503,2015,59078.8715040115,801.3218930902709,555029.0,Huntsville/North Alabama CoC,0.7567172165778725,0.6432096340911916,0.11350758248668087,0.5405122975556232,0.21620491902224928,14.31226766,9.896319359,30.86747356,41.76046756,8.861227923,43.6,532.0
AL-503,2016,60757.29764820422,848.5472047303875,559785.0,Huntsville/North Alabama CoC,0.687764052270068,0.5323472404583902,0.15541681181167769,0.5055512384218941,0.18221281384817384,13.74283,9.772156755,30.27095975,41.35419847,7.743075291,43.0,466.0
AL-503,2017,62091.12127857605,832.547296854086,564065.0,Huntsville/North Alabama CoC,0.7729605630556763,0.5974488755728506,0.17551168748282558,0.5797204222917571,0.19324014076391907,14.15514172,9.875122551,30.46578626,41.92967592,6.595828817,52.4,487.0
AL-503,2018,64725.75231072746,860.9764609449322,569734.0,Huntsville/North Alabama CoC,0.7442069456974658,0.540603158667027,0.20360378703043877,0.5897489003640295,0.15445804533343632,13.45903344,9.942980643,30.3806156,41.53588366,5.902165428,40.4,531.0
AL-503,2019,67673.7626549766,879.1618663834396,576216.0,Huntsville/North Alabama CoC,0.8052535854610077,0.6542685381870688,0.15098504727393894,0.5900565065878073,0.21519707887320033,13.02871403,9.625950928,31.24125552,40.59456991,5.229010298,46.5,551.0
AL-503,2020,69583.38841254266,914.6643719850194,583959.0,Huntsville/North Alabama CoC,0.9606838836288164,0.6952542901128332,0.2654295935159831,0.7158036779979416,0.2448802056308748,13.12737681,9.419347044,32.96586042,40.21350098,4.990126776,49.5,572.0
AL-503,2021,75225.92281517028,933.4483014122718,605974.0,Huntsville/North Alabama CoC,0.49507074560954767,0.49507074560954767,0.0,0.33004716373969845,0.16502358186984922,12.62978197,8.777473334,33.38595067,39.92796692,4.801821882,46.6,499.0
AL-503,2022,82194.4461141307,1021.3379518443254,617082.0,Huntsville/North Alabama CoC,0.8896710647855552,0.5153285949031085,0.37434246988244674,0.6627968406143754,0.22687422417117983,12.08929581,8.535225717,32.77174996,39.78050574,4.611432674,43.9,553.0
AL-503,2023,86618.00414031894,1108.8352815003166,628454.0,Huntsville/North Alabama CoC,1.0279193067432144,0.6317089238034924,0.3962103829397219,0.7335461306635013,0.29437317607971303,12.08929581,8.535225717,32.77174996,39.78050574,4.611432674,51.4,429.0
AL-504,2007,48980.1049683205,743.9373959635836,381477.0,Montgomery City & County CoC,1.1953538483316162,0.8676800960477302,0.32767375228388607,1.0275848871622666,0.16776896116934964,16.22296899,12.29990179,31.57102764,46.54725221,8.91661796,46.7,429.0
AL-504,2008,48980.1049683205,743.9373959635836,381477.0,Montgomery City & County CoC,1.1638971681123633,0.8571945359746459,0.3067026321377173,0.9699143067603027,0.19398286135206055,16.22296899,12.29990179,31.57102764,46.54725221,8.91661796,43.0,417.0
AL-504,2009,48980.1049683205,743.9373959635836,381477.0,Montgomery City & County CoC,0.9882640368882004,0.6894255748052963,0.29883846208290404,0.799523955572682,0.18874008131551837,16.22296899,12.29990179,31.57102764,46.54725221,8.91661796,45.3,345.0
AL-504,2010,48980.1049683205,743.9373959635836,381477.0,Montgomery City & County CoC,1.1638971681123633,0.7706886653717,0.39320850274066327,0.9856426468699293,0.17825452124243402,16.22296899,12.29990179,31.57102764,46.54725221,8.91661796,40.0,384.0
